Order_ID,Order_Date,Customer_ID,Gender,Age,Customer_Segment,Membership_Type,State,City,Region,Product_Name,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Revenue,Cost,Profit,Profit_Margin,Payment_Method,Order_Status
ORD110617,2024-07-25,CUST9596,Male,57,Premium,Silver,Karnataka,Bengaluru,South,Air Fryer,Philips,2,19421,14075,0,38842,28150,10692,27.53,UPI,Delivered
ORD110618,2021-12-12,CUST6646,Male,44,Retail,Silver,West Bengal,Kolkata,East,Microwave,Panasonic,4,74695,62878,0,298780,251512,47268,15.82,Debit Card,Delivered
ORD110619,2021-09-07,CUST9726,Male,51,Corporate,Platinum,Karnataka,Bengaluru,South,Galaxy Phone,Samsung,3,87695,64849,5,249930.75,194547,55383.75,22.16,Credit Card,Delivered
ORD110620,2023-11-13,CUST6656,Male,63,Small Business,Gold,Maharashtra,Mumbai,West,Air Conditioner,Daikin,5,7870,6018,15,33447.5,30090,3357.5,10.04,UPI,Delivered
ORD110621,2025-07-04,CUST2549,Female,64,Corporate,Platinum,Tamil Nadu,Chennai,South,Monitor,Dell,5,65885,43123,10,296482.5,215615,80867.5,27.28,Net Banking,Delivered
ORD110622,2022-09-14,CUST1013,Male,64,Corporate,Silver,Maharashtra,Mumbai,West,Water Purifier,Kent,1,77680,63191,20,62144,63191,-1047,-1.68,Net Banking,Delivered
ORD110623,2021-08-04,CUST5787,Female,47,Corporate,Platinum,Maharashtra,Mumbai,West,Monitor,Dell,4,6036,4457,5,22936.8,17828,5108.8,22.27,EMI,Delivered
ORD110624,2022-05-01,CUST6774,Male,58,Corporate,Silver,Andhra Pradesh,Vijayawada,South,Galaxy Phone,Samsung,4,85989,60758,20,275164.8,243032,32132.8,11.68,Credit Card,Delivered
ORD110625,2021-01-28,CUST6292,Female,55,Retail,Platinum,Tamil Nadu,Chennai,South,Air Fryer,Philips,5,8659,7193,20,34636,35965,-1329,-3.84,Credit Card,Delivered
ORD110626,2021-04-30,CUST9663,Female,26,Small Business,Silver,Telangana,Hyderabad,South,Monitor,Dell,3,60678,42070,15,154728.9,126210,28518.9,18.43,Net Banking,Delivered
ORD110627,2025-04-25,CUST2570,Male,52,Retail,Silver,Tamil Nadu,Chennai,South,Printer,HP,1,65269,42936,0,65269,42936,22333,34.22,Credit Card,Delivered
ORD110628,2025-10-28,CUST8951,Female,45,Premium,Gold,Andhra Pradesh,Vijayawada,South,OnePlus Phone,OnePlus,5,80734,53046,15,343119.5,265230,77889.5,22.7,Debit Card,Delivered
ORD110629,2022-10-27,CUST8041,Female,50,Retail,Platinum,Maharashtra,Mumbai,West,Air Conditioner,Voltas,3,53076,40465,0,159228,121395,37833,23.76,Net Banking,Delivered
ORD110630,2024-07-09,CUST1037,Male,29,Small Business,Gold,Tamil Nadu,Chennai,South,OnePlus Phone,OnePlus,2,24522,18651,5,46591.8,37302,9289.8,19.94,Credit Card,Delivered
ORD110631,2024-02-15,CUST1281,Male,56,Small Business,Gold,West Bengal,Kolkata,East,Tablet,Samsung,2,41977,29613,20,67163.2,59226,7937.2,11.82,UPI,Delivered
ORD110632,2025-11-26,CUST2101,Female,29,Premium,Silver,Gujarat,Ahmedabad,West,Air Fryer,Philips,2,41268,28708,0,82536,57416,25120,30.44,Net Banking,Delivered
ORD110633,2023-04-10,CUST8393,Female,29,Corporate,Silver,Telangana,Hyderabad,South,Smart Watch,Apple,2,79809,60930,5,151637.1,121860,29777.1,19.64,Debit Card,Delivered
ORD110634,2025-10-12,CUST1430,Male,63,Premium,Silver,Telangana,Hyderabad,South,MacBook,Apple,5,52470,40083,5,249232.5,200415,48817.5,19.59,Debit Card,Delivered
ORD110635,2025-11-09,CUST3596,Male,42,Premium,Silver,Gujarat,Ahmedabad,West,Tablet,Samsung,1,89451,67976,15,76033.35,67976,8057.35,10.6,Debit Card,Delivered
ORD110636,2021-05-21,CUST5945,Male,42,Retail,Gold,Delhi,New Delhi,North,iPhone,Apple,3,61051,52588,10,164837.7,157764,7073.7,4.29,Credit Card,Delivered
ORD110637,2024-09-27,CUST6668,Male,60,Retail,Silver,West Bengal,Kolkata,East,Vacuum Cleaner,Dyson,4,80776,70073,0,323104,280292,42812,13.25,EMI,Delivered
ORD110638,2021-11-14,CUST4669,Female,34,Corporate,Gold,West Bengal,Kolkata,East,Bluetooth Speaker,JBL,1,80826,70712,0,80826,70712,10114,12.51,Debit Card,Delivered
ORD110639,2023-11-18,CUST5987,Male,57,Corporate,Platinum,West Bengal,Kolkata,East,Air Conditioner,Voltas,4,87109,69490,5,331014.2,277960,53054.2,16.03,Credit Card,Delivered
ORD110640,2022-09-08,CUST3810,Female,22,Small Business,Gold,Gujarat,Ahmedabad,West,Smart Watch,Apple,5,3792,3166,0,18960,15830,3130,16.51,Net Banking,Delivered
ORD110641,2023-01-04,CUST8950,Female,48,Retail,Platinum,Maharashtra,Mumbai,West,Soundbar,JBL,1,33825,23198,15,28751.25,23198,5553.25,19.31,Debit Card,Delivered
ORD110642,2023-04-22,CUST1639,Female,22,Premium,Platinum,Andhra Pradesh,Vijayawada,South,OLED TV,Sony,4,34072,22865,0,136288,91460,44828,32.89,Debit Card,Delivered
ORD110643,2025-10-26,CUST5712,Male,59,Small Business,Silver,Delhi,New Delhi,North,Vacuum Cleaner,Dyson,1,68836,59429,10,61952.4,59429,2523.4,4.07,Debit Card,Delivered
ORD110644,2022-07-28,CUST4748,Male,27,Premium,Platinum,Telangana,Hyderabad,South,Gaming Console,Sony,3,20182,17416,5,57518.7,52248,5270.7,9.16,Debit Card,Delivered
ORD110645,2023-02-03,CUST9120,Female,40,Premium,Gold,Karnataka,Bengaluru,South,Smart Watch,Apple,3,86594,67197,10,233803.8,201591,32212.8,13.78,EMI,Delivered
ORD110646,2022-10-05,CUST6578,Male,39,Premium,Platinum,Gujarat,Ahmedabad,West,Smart TV,LG,5,34871,27040,0,174355,135200,39155,22.46,Debit Card,Delivered
ORD110647,2021-02-24,CUST5289,Female,39,Corporate,Platinum,Telangana,Hyderabad,South,Galaxy Phone,Samsung,5,29213,22745,5,138761.75,113725,25036.75,18.04,Net Banking,Delivered
ORD110648,2022-06-11,CUST8293,Female,42,Retail,Silver,West Bengal,Kolkata,East,OLED TV,Sony,1,48678,36690,10,43810.2,36690,7120.2,16.25,Credit Card,Delivered
ORD110649,2025-12-30,CUST4612,Male,40,Premium,Gold,Tamil Nadu,Chennai,South,Soundbar,JBL,2,22594,15795,15,38409.8,31590,6819.8,17.76,UPI,Delivered
ORD110650,2021-08-31,CUST3354,Male,43,Retail,Gold,Maharashtra,Mumbai,West,Smart Watch,Apple,5,42520,30025,20,170080,150125,19955,11.73,Debit Card,Delivered
ORD110651,2025-08-07,CUST9394,Male,48,Corporate,Gold,Maharashtra,Mumbai,West,Gaming Console,Sony,2,82577,54584,0,165154,109168,55986,33.9,Credit Card,Delivered
ORD110652,2023-02-21,CUST5091,Male,47,Premium,Silver,Andhra Pradesh,Vijayawada,South,Smart Watch,Apple,5,71234,48812,0,356170,244060,112110,31.48,Net Banking,Delivered
ORD110653,2025-09-25,CUST4315,Male,28,Small Business,Platinum,Maharashtra,Mumbai,West,OLED TV,Sony,4,51946,37453,15,176616.4,149812,26804.4,15.18,UPI,Delivered
ORD110654,2021-05-27,CUST8298,Male,56,Premium,Silver,Gujarat,Ahmedabad,West,Microwave,Panasonic,1,57700,40556,10,51930,40556,11374,21.9,Credit Card,Delivered
ORD110655,2022-08-04,CUST6014,Female,58,Premium,Silver,Tamil Nadu,Chennai,South,Smart Watch,Samsung,2,43420,32057,5,82498,64114,18384,22.28,Debit Card,Delivered
ORD110656,2025-05-29,CUST7954,Female,58,Small Business,Platinum,Maharashtra,Mumbai,West,Smart TV,LG,3,84268,64768,15,214883.4,194304,20579.4,9.58,Net Banking,Delivered
ORD110657,2025-09-09,CUST3939,Male,53,Corporate,Silver,West Bengal,Kolkata,East,Air Conditioner,Voltas,4,83807,70915,5,318466.6,283660,34806.6,10.93,EMI,Delivered
ORD110658,2025-05-26,CUST7207,Male,36,Retail,Silver,Tamil Nadu,Chennai,South,Refrigerator,LG,3,34149,26807,5,97324.65,80421,16903.65,17.37,UPI,Delivered
ORD110659,2025-03-01,CUST9533,Female,36,Retail,Silver,Maharashtra,Mumbai,West,Gaming Console,Sony,1,84711,62318,0,84711,62318,22393,26.43,Debit Card,Delivered
ORD110660,2021-12-18,CUST2151,Male,33,Retail,Platinum,Gujarat,Ahmedabad,West,Laptop,HP,3,29359,25083,10,79269.3,75249,4020.3,5.07,Credit Card,Delivered
ORD110661,2024-03-02,CUST1676,Male,51,Premium,Gold,Karnataka,Bengaluru,South,Smart TV,Samsung,4,30364,24417,10,109310.4,97668,11642.4,10.65,Net Banking,Delivered
ORD110662,2022-08-11,CUST2661,Female,49,Premium,Gold,Delhi,New Delhi,North,Gaming Console,Sony,2,51275,36675,20,82040,73350,8690,10.59,Credit Card,Delivered
ORD110663,2022-04-03,CUST4542,Female,39,Premium,Gold,West Bengal,Kolkata,East,Smart TV,Samsung,3,23705,19487,0,71115,58461,12654,17.79,Debit Card,Delivered
ORD110664,2021-04-21,CUST3554,Male,29,Retail,Gold,West Bengal,Kolkata,East,Water Purifier,Kent,4,12143,9266,20,38857.6,37064,1793.6,4.62,UPI,Delivered
ORD110665,2023-09-23,CUST1571,Female,27,Corporate,Platinum,Delhi,New Delhi,North,Refrigerator,LG,1,55625,40161,20,44500,40161,4339,9.75,Net Banking,Delivered
ORD110666,2022-12-12,CUST7016,Female,37,Premium,Gold,Telangana,Hyderabad,South,Bluetooth Speaker,JBL,3,68559,53919,10,185109.3,161757,23352.3,12.62,Debit Card,Delivered
ORD110667,2025-06-11,CUST5473,Male,38,Retail,Platinum,Telangana,Hyderabad,South,Smart Watch,Apple,2,43568,30310,10,78422.4,60620,17802.4,22.7,Credit Card,Delivered
ORD110668,2023-06-16,CUST8746,Female,21,Small Business,Silver,Tamil Nadu,Chennai,South,Smart Watch,Samsung,2,68276,54753,5,129724.4,109506,20218.4,15.59,Debit Card,Delivered
ORD110669,2021-03-26,CUST1190,Female,21,Small Business,Platinum,Delhi,New Delhi,North,Refrigerator,LG,5,55799,48913,10,251095.5,244565,6530.5,2.6,Net Banking,Delivered
ORD110670,2022-02-14,CUST2414,Male,37,Small Business,Gold,Telangana,Hyderabad,South,Smart TV,Samsung,3,21584,18855,20,51801.6,56565,-4763.4,-9.2,Debit Card,Delivered
ORD110671,2025-04-18,CUST1265,Male,62,Corporate,Gold,Tamil Nadu,Chennai,South,Printer,HP,3,10531,7517,5,30013.35,22551,7462.35,24.86,UPI,Returned
ORD110672,2023-10-23,CUST2111,Male,47,Premium,Platinum,Delhi,New Delhi,North,Refrigerator,LG,1,49837,36937,20,39869.6,36937,2932.6,7.36,UPI,Delivered
ORD110673,2022-01-21,CUST4128,Male,34,Retail,Gold,Gujarat,Ahmedabad,West,MacBook,Apple,4,23921,20185,10,86115.6,80740,5375.6,6.24,EMI,Delivered
ORD110674,2021-07-11,CUST3076,Male,26,Corporate,Silver,West Bengal,Kolkata,East,OnePlus Phone,OnePlus,3,35014,30679,10,94537.8,92037,2500.8,2.65,Net Banking,Delivered
ORD110675,2022-06-05,CUST8644,Female,53,Retail,Platinum,Gujarat,Ahmedabad,West,Laptop,Lenovo,2,59088,38916,15,100449.6,77832,22617.6,22.52,EMI,Delivered
ORD110676,2022-06-04,CUST7806,Male,38,Premium,Platinum,West Bengal,Kolkata,East,Tablet,Samsung,2,35212,25642,10,63381.6,51284,12097.6,19.09,EMI,Delivered
ORD110677,2024-06-02,CUST6138,Male,49,Retail,Gold,Telangana,Hyderabad,South,Air Fryer,Philips,4,30556,26391,10,110001.6,105564,4437.6,4.03,Credit Card,Delivered
ORD110678,2024-07-07,CUST9832,Female,58,Small Business,Platinum,Andhra Pradesh,Vijayawada,South,Smart TV,LG,2,60956,52935,5,115816.4,105870,9946.4,8.59,Credit Card,Delivered
ORD110679,2021-02-14,CUST2025,Female,58,Corporate,Platinum,West Bengal,Kolkata,East,iPhone,Apple,3,24481,17334,20,58754.4,52002,6752.4,11.49,Credit Card,Delivered
ORD110680,2024-04-20,CUST7041,Male,57,Small Business,Platinum,West Bengal,Kolkata,East,Washing Machine,LG,1,14667,10625,5,13933.65,10625,3308.65,23.75,Credit Card,Delivered
ORD110681,2022-12-12,CUST1168,Male,22,Corporate,Gold,West Bengal,Kolkata,East,Tablet,Samsung,2,21042,15918,20,33667.2,31836,1831.2,5.44,Debit Card,Delivered
ORD110682,2025-07-30,CUST1078,Male,20,Small Business,Gold,Gujarat,Ahmedabad,West,Air Conditioner,Voltas,1,32628,23451,15,27733.8,23451,4282.8,15.44,Net Banking,Delivered
ORD110683,2022-04-14,CUST8037,Female,49,Retail,Silver,Telangana,Hyderabad,South,Air Conditioner,Voltas,5,37360,25450,15,158780,127250,31530,19.86,Debit Card,Delivered
ORD110684,2024-08-14,CUST9219,Male,41,Premium,Silver,Karnataka,Bengaluru,South,Smart TV,Samsung,1,70947,62093,5,67399.65,62093,5306.65,7.87,Debit Card,Delivered
ORD110685,2022-09-18,CUST4665,Male,46,Retail,Silver,Tamil Nadu,Chennai,South,Smart TV,LG,3,32473,21545,5,92548.05,64635,27913.05,30.16,Debit Card,Delivered
ORD110686,2022-12-02,CUST3152,Male,28,Small Business,Gold,Tamil Nadu,Chennai,South,Air Fryer,Philips,2,86859,65100,5,165032.1,130200,34832.1,21.11,Net Banking,Delivered
ORD110687,2023-03-14,CUST3079,Male,48,Corporate,Platinum,Delhi,New Delhi,North,OLED TV,Sony,4,46878,35048,20,150009.6,140192,9817.6,6.54,Credit Card,Delivered
ORD110688,2025-10-28,CUST2871,Female,57,Premium,Gold,Gujarat,Ahmedabad,West,Air Conditioner,Daikin,4,28336,24259,10,102009.6,97036,4973.6,4.88,Net Banking,Delivered
ORD110689,2023-04-06,CUST6127,Female,47,Premium,Platinum,Karnataka,Bengaluru,South,Smart Watch,Apple,2,52718,37832,20,84348.8,75664,8684.8,10.3,UPI,Delivered
ORD110690,2024-01-03,CUST2975,Female,29,Premium,Silver,Maharashtra,Mumbai,West,Laptop,HP,5,39338,33495,10,177021,167475,9546,5.39,EMI,Delivered
ORD110691,2025-01-14,CUST8730,Female,25,Premium,Silver,Andhra Pradesh,Vijayawada,South,Microwave,Panasonic,2,51086,41396,10,91954.8,82792,9162.8,9.96,Credit Card,Delivered
ORD110692,2025-01-02,CUST1525,Female,42,Retail,Gold,Maharashtra,Mumbai,West,MacBook,Apple,2,80572,52856,10,145029.6,105712,39317.6,27.11,EMI,Returned
ORD110693,2023-12-21,CUST9907,Female,56,Corporate,Platinum,Andhra Pradesh,Vijayawada,South,Bluetooth Speaker,JBL,3,78254,53118,15,199547.7,159354,40193.7,20.14,Credit Card,Delivered
ORD110694,2021-12-13,CUST2433,Male,39,Small Business,Silver,West Bengal,Kolkata,East,Tablet,Samsung,1,61482,40463,20,49185.6,40463,8722.6,17.73,Net Banking,Cancelled
ORD110695,2024-07-02,CUST5763,Male,33,Premium,Gold,Maharashtra,Mumbai,West,Galaxy Phone,Samsung,2,11141,7310,5,21167.9,14620,6547.9,30.93,UPI,Delivered
ORD110696,2023-07-03,CUST3034,Male,46,Premium,Gold,Karnataka,Bengaluru,South,Vacuum Cleaner,Dyson,2,70340,59023,20,112544,118046,-5502,-4.89,Credit Card,Delivered
ORD110697,2023-02-19,CUST8489,Male,48,Premium,Gold,Maharashtra,Mumbai,West,OLED TV,Sony,2,40332,26290,10,72597.6,52580,20017.6,27.57,EMI,Delivered
ORD110698,2021-11-16,CUST1044,Male,49,Premium,Platinum,West Bengal,Kolkata,East,Smart TV,LG,3,44144,35911,20,105945.6,107733,-1787.4,-1.69,Debit Card,Delivered
ORD110699,2024-05-28,CUST1407,Male,48,Retail,Silver,Tamil Nadu,Chennai,South,Gaming Console,Sony,4,44359,38295,0,177436,153180,24256,13.67,Debit Card,Returned
ORD110700,2025-06-01,CUST4506,Female,19,Retail,Gold,Delhi,New Delhi,North,OLED TV,Sony,4,55170,47083,15,187578,188332,-754,-0.4,Net Banking,Delivered
ORD110701,2023-04-03,CUST3298,Male,37,Premium,Gold,Delhi,New Delhi,North,Laptop,Lenovo,2,52143,37873,10,93857.4,75746,18111.4,19.3,UPI,Delivered
ORD110702,2023-05-09,CUST8507,Male,18,Retail,Silver,Karnataka,Bengaluru,South,Air Conditioner,Daikin,4,34592,27463,0,138368,109852,28516,20.61,EMI,Delivered
ORD110703,2024-07-31,CUST7540,Male,34,Corporate,Gold,Telangana,Hyderabad,South,Microwave,Panasonic,5,40604,26650,15,172567,133250,39317,22.78,Credit Card,Delivered
ORD110704,2022-01-24,CUST5705,Female,18,Retail,Platinum,Gujarat,Ahmedabad,West,Smart TV,LG,1,26750,21919,20,21400,21919,-519,-2.43,Credit Card,Delivered
ORD110705,2025-10-22,CUST5884,Female,23,Premium,Platinum,Maharashtra,Mumbai,West,Smart TV,Samsung,4,33735,27241,10,121446,108964,12482,10.28,UPI,Delivered
ORD110706,2021-10-16,CUST4414,Male,57,Retail,Gold,West Bengal,Kolkata,East,Air Conditioner,Daikin,2,49279,35281,15,83774.3,70562,13212.3,15.77,EMI,Delivered
ORD110707,2021-02-27,CUST7066,Female,49,Retail,Platinum,Gujarat,Ahmedabad,West,Laptop,Dell,1,29336,19097,0,29336,19097,10239,34.9,Net Banking,Delivered
ORD110708,2024-08-22,CUST1260,Male,54,Retail,Platinum,Delhi,New Delhi,North,Earbuds,Apple,1,26293,20807,0,26293,20807,5486,20.86,EMI,Delivered
ORD110709,2024-05-17,CUST2501,Male,64,Premium,Silver,Tamil Nadu,Chennai,South,Air Conditioner,Daikin,3,28608,21410,10,77241.6,64230,13011.6,16.85,Net Banking,Returned
ORD110710,2025-04-22,CUST9882,Male,36,Corporate,Silver,Andhra Pradesh,Vijayawada,South,Laptop,Dell,3,40214,34968,10,108577.8,104904,3673.8,3.38,Debit Card,Delivered
ORD110711,2022-05-10,CUST4244,Female,28,Small Business,Gold,Gujarat,Ahmedabad,West,OLED TV,Sony,4,89179,65759,20,285372.8,263036,22336.8,7.83,Debit Card,Delivered
ORD110712,2021-10-17,CUST1857,Female,51,Small Business,Silver,Andhra Pradesh,Vijayawada,South,Air Conditioner,Daikin,2,86350,69748,0,172700,139496,33204,19.23,Debit Card,Delivered
ORD110713,2021-01-21,CUST4420,Male,49,Small Business,Silver,Delhi,New Delhi,North,Printer,HP,2,17788,14844,20,28460.8,29688,-1227.2,-4.31,UPI,Delivered
ORD110714,2023-04-07,CUST6079,Female,33,Retail,Silver,West Bengal,Kolkata,East,Galaxy Phone,Samsung,4,14451,12698,0,57804,50792,7012,12.13,Debit Card,Delivered
ORD110715,2024-10-30,CUST4369,Male,48,Premium,Silver,Tamil Nadu,Chennai,South,Galaxy Phone,Samsung,2,4714,3124,5,8956.6,6248,2708.6,30.24,Debit Card,Delivered
ORD110716,2022-07-29,CUST5042,Female,31,Corporate,Gold,Tamil Nadu,Chennai,South,Soundbar,JBL,1,71992,48989,0,71992,48989,23003,31.95,Debit Card,Delivered
ORD110717,2024-05-30,CUST7731,Male,49,Premium,Silver,West Bengal,Kolkata,East,Smart Watch,Apple,4,28812,19866,20,92198.4,79464,12734.4,13.81,Net Banking,Delivered
ORD110718,2024-02-17,CUST2351,Female,48,Premium,Gold,West Bengal,Kolkata,East,Galaxy Phone,Samsung,1,25428,18733,10,22885.2,18733,4152.2,18.14,Net Banking,Returned
ORD110719,2023-03-15,CUST3887,Female,54,Premium,Platinum,Andhra Pradesh,Vijayawada,South,Smart TV,Samsung,3,24769,17257,10,66876.3,51771,15105.3,22.59,Credit Card,Delivered
ORD110720,2023-12-26,CUST2279,Male,59,Corporate,Gold,Tamil Nadu,Chennai,South,Soundbar,JBL,1,75330,60678,20,60264,60678,-414,-0.69,EMI,Delivered
ORD110721,2024-08-30,CUST4210,Female,58,Premium,Platinum,Gujarat,Ahmedabad,West,Refrigerator,Whirlpool,5,5005,3950,0,25025,19750,5275,21.08,Debit Card,Delivered
ORD110722,2023-10-07,CUST5716,Female,27,Retail,Platinum,Telangana,Hyderabad,South,OLED TV,Sony,4,31480,27380,0,125920,109520,16400,13.02,Net Banking,Delivered
ORD110723,2021-08-04,CUST7313,Male,54,Premium,Silver,Maharashtra,Mumbai,West,Earbuds,Apple,2,52433,44248,10,94379.4,88496,5883.4,6.23,Credit Card,Delivered
ORD110724,2022-04-07,CUST3277,Female,64,Retail,Gold,Tamil Nadu,Chennai,South,Bluetooth Speaker,JBL,4,29668,25090,5,112738.4,100360,12378.4,10.98,Debit Card,Cancelled
ORD110725,2023-12-31,CUST9171,Male,18,Premium,Platinum,Telangana,Hyderabad,South,Air Conditioner,Daikin,2,29252,20192,10,52653.6,40384,12269.6,23.3,UPI,Delivered
ORD110726,2024-07-30,CUST8360,Male,39,Corporate,Silver,Gujarat,Ahmedabad,West,Smart TV,Samsung,1,55914,45149,15,47526.9,45149,2377.9,5,UPI,Delivered
ORD110727,2023-03-08,CUST7351,Male,56,Corporate,Gold,Andhra Pradesh,Vijayawada,South,MacBook,Apple,4,51179,37106,5,194480.2,148424,46056.2,23.68,Net Banking,Delivered
ORD110728,2025-10-15,CUST1909,Male,37,Premium,Platinum,Delhi,New Delhi,North,Microwave,Panasonic,5,52875,38133,0,264375,190665,73710,27.88,Debit Card,Delivered
ORD110729,2023-09-26,CUST1842,Male,58,Retail,Gold,Telangana,Hyderabad,South,iPad,Apple,3,11414,8585,10,30817.8,25755,5062.8,16.43,EMI,Delivered
ORD110730,2023-07-01,CUST3521,Male,57,Small Business,Gold,Telangana,Hyderabad,South,Microwave,Panasonic,4,58908,42821,5,223850.4,171284,52566.4,23.48,Debit Card,Delivered
ORD110731,2024-04-06,CUST1083,Female,21,Premium,Gold,Maharashtra,Mumbai,West,Bluetooth Speaker,JBL,2,55886,42334,0,111772,84668,27104,24.25,Debit Card,Delivered
ORD110732,2021-10-14,CUST2704,Male,39,Small Business,Platinum,Delhi,New Delhi,North,Smart Watch,Samsung,4,64047,49478,15,217759.8,197912,19847.8,9.11,Credit Card,Delivered
ORD110733,2023-06-09,CUST6796,Male,18,Retail,Gold,West Bengal,Kolkata,East,Laptop,Lenovo,4,14514,12316,5,55153.2,49264,5889.2,10.68,EMI,Delivered
ORD110734,2024-09-23,CUST7602,Male,57,Retail,Silver,Maharashtra,Mumbai,West,Microwave,Panasonic,2,33384,22785,0,66768,45570,21198,31.75,Debit Card,Delivered
ORD110735,2024-04-19,CUST3780,Male,45,Premium,Gold,Maharashtra,Mumbai,West,Smart Watch,Apple,5,18814,13069,15,79959.5,65345,14614.5,18.28,UPI,Delivered
ORD110736,2021-02-17,CUST1077,Male,27,Small Business,Silver,Karnataka,Bengaluru,South,iPad,Apple,5,51346,34347,0,256730,171735,84995,33.11,Net Banking,Delivered
ORD110737,2022-05-11,CUST6780,Female,43,Premium,Gold,Karnataka,Bengaluru,South,Earbuds,Apple,1,26747,22087,0,26747,22087,4660,17.42,UPI,Delivered
ORD110738,2021-10-12,CUST5240,Female,50,Small Business,Gold,West Bengal,Kolkata,East,Washing Machine,LG,4,54454,37557,15,185143.6,150228,34915.6,18.86,UPI,Delivered
ORD110739,2025-03-02,CUST3061,Male,63,Retail,Platinum,West Bengal,Kolkata,East,Bluetooth Speaker,JBL,3,25424,22291,5,72458.4,66873,5585.4,7.71,Credit Card,Delivered
ORD110740,2021-11-07,CUST5514,Male,54,Retail,Gold,Delhi,New Delhi,North,iPad,Apple,4,23312,18862,0,93248,75448,17800,19.09,EMI,Delivered
ORD110741,2024-08-08,CUST6441,Male,22,Premium,Gold,West Bengal,Kolkata,East,Refrigerator,LG,2,59455,40725,0,118910,81450,37460,31.5,UPI,Delivered
ORD110742,2024-09-07,CUST9464,Male,27,Small Business,Gold,Delhi,New Delhi,North,iPad,Apple,3,34258,28322,10,92496.6,84966,7530.6,8.14,Debit Card,Delivered
ORD110743,2023-03-14,CUST4183,Female,56,Small Business,Silver,Gujarat,Ahmedabad,West,Air Conditioner,Voltas,3,64798,50864,15,165234.9,152592,12642.9,7.65,Debit Card,Delivered
ORD110744,2025-11-12,CUST2076,Female,20,Retail,Silver,Maharashtra,Mumbai,West,iPhone,Apple,5,46314,32496,10,208413,162480,45933,22.04,Debit Card,Delivered
ORD110745,2022-10-07,CUST2785,Male,20,Premium,Gold,Delhi,New Delhi,North,Tablet,Samsung,1,86928,73660,15,73888.8,73660,228.8,0.31,EMI,Delivered
ORD110746,2021-09-02,CUST1022,Male,26,Small Business,Gold,Telangana,Hyderabad,South,MacBook,Apple,2,63258,46271,10,113864.4,92542,21322.4,18.73,UPI,Delivered
ORD110747,2021-01-11,CUST2636,Male,49,Premium,Silver,Gujarat,Ahmedabad,West,Washing Machine,LG,4,73852,53906,20,236326.4,215624,20702.4,8.76,Debit Card,Delivered
ORD110748,2021-09-06,CUST1108,Female,23,Retail,Gold,Tamil Nadu,Chennai,South,Water Purifier,Kent,2,59220,48706,15,100674,97412,3262,3.24,UPI,Delivered
ORD110749,2022-12-16,CUST5256,Female,26,Retail,Silver,Telangana,Hyderabad,South,iPad,Apple,1,68045,47760,5,64642.75,47760,16882.75,26.12,UPI,Delivered
ORD110750,2025-01-07,CUST1778,Male,64,Retail,Gold,West Bengal,Kolkata,East,Tablet,Samsung,4,15941,13770,15,54199.4,55080,-880.6,-1.62,UPI,Delivered
ORD110751,2025-11-16,CUST5644,Female,26,Corporate,Platinum,Delhi,New Delhi,North,Water Purifier,Kent,2,32247,28091,20,51595.2,56182,-4586.8,-8.89,UPI,Delivered
ORD110752,2024-09-25,CUST6978,Male,60,Retail,Platinum,Tamil Nadu,Chennai,South,Smart TV,Samsung,5,88714,75417,15,377034.5,377085,-50.5,-0.01,Net Banking,Delivered
ORD110753,2022-09-06,CUST8895,Female,29,Premium,Platinum,Karnataka,Bengaluru,South,Air Fryer,Philips,5,48975,41168,5,232631.25,205840,26791.25,11.52,UPI,Delivered
ORD110754,2021-05-20,CUST4621,Male,38,Premium,Platinum,West Bengal,Kolkata,East,Tablet,Samsung,1,55184,45438,5,52424.8,45438,6986.8,13.33,UPI,Delivered
ORD110755,2022-01-14,CUST2236,Female,40,Small Business,Gold,Tamil Nadu,Chennai,South,Air Conditioner,Voltas,2,60394,45835,10,108709.2,91670,17039.2,15.67,EMI,Delivered
ORD110756,2022-08-30,CUST3970,Male,54,Retail,Silver,Delhi,New Delhi,North,Vacuum Cleaner,Dyson,4,10646,8657,0,42584,34628,7956,18.68,Credit Card,Delivered
ORD110757,2023-08-19,CUST4498,Male,20,Small Business,Platinum,Gujarat,Ahmedabad,West,Printer,HP,2,78292,54510,0,156584,109020,47564,30.38,EMI,Delivered
ORD110758,2023-12-28,CUST5758,Male,26,Premium,Silver,Karnataka,Bengaluru,South,Earbuds,Samsung,5,56532,43477,5,268527,217385,51142,19.05,UPI,Delivered
ORD110759,2024-07-23,CUST3528,Female,38,Retail,Gold,Tamil Nadu,Chennai,South,Laptop,Dell,3,76204,60908,20,182889.6,182724,165.6,0.09,Net Banking,Returned
ORD110760,2021-05-17,CUST9961,Female,62,Retail,Platinum,Gujarat,Ahmedabad,West,Laptop,Lenovo,1,58531,47239,15,49751.35,47239,2512.35,5.05,Debit Card,Delivered
ORD110761,2023-01-16,CUST7649,Male,59,Retail,Silver,Andhra Pradesh,Vijayawada,South,Air Fryer,Philips,5,32792,27673,15,139366,138365,1001,0.72,UPI,Delivered
ORD110762,2024-11-13,CUST6937,Male,52,Corporate,Silver,West Bengal,Kolkata,East,OnePlus Phone,OnePlus,1,7175,4724,10,6457.5,4724,1733.5,26.84,Debit Card,Returned
